ID,HR,Label
1993,80,Normal
1994,80,Normal
1995,80,Normal
1996,80,Normal
1997,80,Normal
1998,80,Normal
1999,79,Normal
2000,79,Normal
2001,79,Normal
2002,79,Normal
2003,79,Normal
2004,79,Normal
2005,79,Normal
2006,79,Normal
2007,79,Normal
2008,79,Normal
2009,79,Normal
2010,79,Normal
2011,79,Normal
2012,79,Normal
2013,79,Normal
2014,79,Normal
2015,79,Normal
2016,79,Normal
2017,79,Normal
2018,79,Normal
2019,79,Normal
2020,79,Normal
2021,79,Normal
2022,79,Normal
2023,79,Normal
2024,79,Normal
2025,79,Normal
2026,79,Normal
2027,77,Normal
2028,77,Normal
2029,77,Normal
2030,77,Normal
2031,77,Normal
2032,77,Normal
2033,78,Normal
2034,78,Normal
2035,78,Normal
2036,78,Normal
2037,78,Normal
2038,78,Normal
2039,78,Normal
2040,78,Normal
2041,78,Normal
2042,78,Normal
2043,78,Normal
2044,78,Normal
2045,79,Normal
2046,79,Normal
2047,79,Normal
2048,79,Normal
2049,79,Normal
2050,79,Normal
2051,79,Normal
2052,79,Normal
2053,79,Normal
2054,79,Normal
2055,79,Normal
2056,79,Normal
2057,79,Normal
2058,79,Normal
2059,79,Normal
2060,79,Normal
2061,79,Normal
2062,79,Normal
2063,80,Normal
2064,80,Normal
2065,80,Normal
2066,80,Normal
2067,80,Normal
2068,80,Normal
2069,80,Normal
2070,80,Normal
2071,80,Normal
2072,80,Normal
2073,80,Normal
2074,80,Normal
2075,80,Normal
2076,80,Normal
2077,80,Normal
2078,80,Normal
2079,80,Normal
2080,80,Normal
2081,81,Normal
2082,81,Normal
2083,81,Normal
2084,81,Normal
2085,81,Normal
2086,81,Normal
2087,81,Normal
2088,81,Normal
2089,81,Normal
2090,81,Normal
2091,81,Normal
2092,81,Normal
2093,81,Normal
2094,81,Normal
2095,81,Normal
2096,81,Normal
2097,81,Normal
2098,81,Normal
2099,81,Normal
2100,81,Normal
2101,81,Normal
2102,81,Normal
2103,81,Normal
2104,81,Normal
2105,81,Normal
2106,81,Normal
2107,81,Normal
2108,81,Normal
2109,81,Normal
2110,81,Normal
2111,81,Normal
2112,81,Normal
2113,81,Normal
2114,80,Normal
2115,80,Normal
2116,80,Normal
2117,80,Normal
2118,80,Normal
2119,80,Normal
2120,80,Normal
2121,80,Normal
2122,80,Normal
2123,80,Normal
2124,80,Normal
2125,80,Normal
2126,80,Normal
2127,80,Normal
2128,80,Normal
2129,80,Normal
2130,80,Normal
2131,80,Normal
2132,80,Normal
2133,79,Normal
2134,79,Normal
2135,79,Normal
2136,79,Normal
2137,79,Normal
2138,79,Normal
2139,80,Normal
2140,80,Normal
2141,80,Normal
2142,80,Normal
2143,80,Normal
2144,81,Normal
2145,81,Normal
2146,81,Normal
2147,81,Normal
2148,81,Normal
2149,81,Normal
2150,81,Normal
2151,81,Normal
2152,81,Normal
2153,81,Normal
2154,81,Normal
2155,82,Normal
2156,82,Normal
2157,82,Normal
2158,82,Normal
2159,82,Normal
2160,82,Normal
2161,82,Normal
2162,82,Normal
2163,82,Normal
2164,82,Normal
2165,82,Normal
2166,82,Normal
2167,83,Normal
2168,83,Normal
2169,83,Normal
2170,83,Normal
2171,83,Normal
2172,83,Normal
2173,83,Normal
2174,83,Normal
2175,83,Normal
2176,83,Normal
2177,83,Normal
