ID,HR,Label
2178,83,Normal
2179,83,Normal
2180,83,Normal
2181,83,Normal
2182,83,Normal
2183,83,Normal
2184,83,Normal
2185,83,Normal
2186,83,Normal
2187,83,Normal
2188,83,Normal
2189,83,Normal
2190,83,Normal
2191,83,Normal
2192,82,Normal
2193,82,Normal
2194,82,Normal
2195,82,Normal
2196,82,Normal
2197,82,Normal
2198,82,Normal
2199,82,Normal
2200,81,Normal
2201,81,Normal
2202,81,Normal
2203,81,Normal
2204,81,Normal
2205,81,Normal
2206,80,Normal
2207,80,Normal
2208,80,Normal
2209,79,Normal
2210,79,Normal
2211,79,Normal
2212,80,Normal
2213,80,Normal
2214,80,Normal
2215,80,Normal
2216,80,Normal
2217,80,Normal
2218,80,Normal
2219,80,Normal
2220,80,Normal
2221,80,Normal
2222,80,Normal
2223,80,Normal
2224,80,Normal
2225,80,Normal
2226,80,Normal
2227,80,Normal
2228,80,Normal
2229,80,Normal
2230,80,Normal
2231,80,Normal
2232,80,Normal
2233,80,Normal
2234,80,Normal
2235,80,Normal
2236,80,Normal
2237,80,Normal
2238,80,Normal
2239,80,Normal
2240,80,Normal
2241,80,Normal
2242,80,Normal
2243,80,Normal
2244,80,Normal
2245,80,Normal
2246,80,Normal
2247,80,Normal
2248,80,Normal
2249,80,Normal
2250,80,Normal
2251,80,Normal
2252,80,Normal
2253,80,Normal
2254,80,Normal
2255,80,Normal
2256,80,Normal
2257,80,Normal
2258,80,Normal
2259,80,Normal
2260,80,Normal
2261,80,Normal
2262,80,Normal
2263,80,Normal
2264,80,Normal
2265,80,Normal
2266,79,Normal
2267,79,Normal
2268,79,Normal
2269,79,Normal
2270,79,Normal
2271,79,Normal
2272,79,Normal
2273,78,Normal
2274,78,Normal
2275,78,Normal
2276,78,Normal
2277,78,Normal
2278,78,Normal
2279,78,Normal
2280,78,Normal
2281,78,Normal
2282,78,Normal
2283,78,Normal
2284,78,Normal
2285,78,Normal
2286,78,Normal
2287,78,Normal
2288,78,Normal
2289,78,Normal
2290,78,Normal
2291,78,Normal
2292,78,Normal
2293,78,Normal
2294,78,Normal
2295,78,Normal
2296,78,Normal
2297,78,Normal
2298,78,Normal
2299,78,Normal
2300,78,Normal
2301,78,Normal
2302,78,Normal
2303,78,Normal
2304,78,Normal
2305,78,Normal
2306,77,Normal
2307,77,Normal
2308,77,Normal
2309,77,Normal
2310,77,Normal
2311,77,Normal
2312,77,Normal
2313,77,Normal
2314,77,Normal
2315,77,Normal
2316,77,Normal
2317,77,Normal
2318,77,Normal
2319,77,Normal
2320,77,Normal
2321,77,Normal
2322,77,Normal
2323,77,Normal
2324,77,Normal
2325,77,Normal
2326,77,Normal
2327,77,Normal
2328,77,Normal
2329,77,Normal
2330,77,Normal
2331,77,Normal
2332,77,Normal
2333,77,Normal
2334,77,Normal
2335,77,Normal
2336,77,Normal
2337,77,Normal
2338,77,Normal
2339,77,Normal
2340,77,Normal
2341,77,Normal
2342,77,Normal
2343,77,Normal
2344,77,Normal
2345,77,Normal
2346,77,Normal
2347,76,Normal
2348,76,Normal
2349,76,Normal
2350,76,Normal
2351,76,Normal
2352,76,Normal
2353,76,Normal
2354,75,Normal
2355,75,Normal
2356,75,Normal
2357,75,Normal
2358,75,Normal
2359,75,Normal
2360,75,Normal
2361,75,Normal
2362,75,Normal
2363,75,Normal
2364,75,Normal
2365,75,Normal
2366,75,Normal
2367,75,Normal
2368,75,Normal
2369,75,Normal
2370,75,Normal
2371,75,Normal
2372,75,Normal
2373,75,Normal
2374,75,Normal
2375,75,Normal
2376,75,Normal
2377,75,Normal
2378,75,Normal
2379,75,Normal
2380,75,Normal
2381,75,Normal
2382,75,Normal
2383,75,Normal
2384,75,Normal
2385,75,Normal
2386,75,Normal
2387,75,Normal
2388,75,Normal
2389,74,Normal
2390,74,Normal
2391,74,Normal
2392,74,Normal
2393,74,Normal
2394,74,Normal
2395,74,Normal
2396,74,Normal
2397,74,Normal
2398,74,Normal
2399,74,Normal
2400,74,Normal
2401,74,Normal
2402,74,Normal
2403,74,Normal
2404,74,Normal
2405,74,Normal
2406,74,Normal
2407,74,Normal
2408,74,Normal
2409,74,Normal
2410,74,Normal
2411,74,Normal
2412,73,Normal
2413,73,Normal
2414,73,Normal
2415,73,Normal
2416,73,Normal
2417,73,Normal
2418,73,Normal
2419,73,Normal
2420,73,Normal
2421,72,Normal
2422,72,Normal
2423,72,Normal
2424,72,Normal
2425,72,Normal
2426,72,Normal
2427,70,Normal
2428,70,Normal
2429,70,Normal
2430,70,Normal
2431,70,Normal
2432,70,Normal
2433,70,Normal
2434,70,Normal
2435,70,Normal
2436,70,Normal
2437,70,Normal
2438,70,Normal
2439,70,Normal
2440,70,Normal
2441,71,Normal
2442,71,Normal
2443,71,Normal
2444,71,Normal
2445,71,Normal
2446,71,Normal
2447,71,Normal
2448,71,Normal
2449,71,Normal
2450,71,Normal
2451,71,Normal
2452,71,Normal
2453,71,Normal
2454,71,Normal
2455,71,Normal
2456,71,Normal
2457,71,Normal
2458,71,Normal
2459,71,Normal
2460,71,Normal
2461,72,Normal
2462,72,Normal
2463,72,Normal
2464,72,Normal
2465,72,Normal
2466,72,Normal
2467,72,Normal
2468,72,Normal
2469,72,Normal
2470,72,Normal
2471,72,Normal
2472,72,Normal
2473,72,Normal
2474,72,Normal
2475,72,Normal
2476,72,Normal
2477,72,Normal
2478,72,Normal
2479,72,Normal
2480,72,Normal
2481,72,Normal
2482,72,Normal
2483,72,Normal
2484,72,Normal
2485,72,Normal
2486,72,Normal
2487,72,Normal
2488,72,Normal
2489,72,Normal
2490,72,Normal
2491,72,Normal
2492,72,Normal
2493,72,Normal
2494,72,Normal
2495,72,Normal
2496,72,Normal
2497,72,Normal
2498,72,Normal
2499,72,Normal
2500,72,Normal
2501,72,Normal
2502,72,Normal
2503,72,Normal
2504,72,Normal
2505,72,Normal
2506,72,Normal
2507,72,Normal
2508,72,Normal
2509,72,Normal
2510,72,Normal
2511,72,Normal
2512,72,Normal
2513,72,Normal
2514,72,Normal
2515,72,Normal
2516,71,Normal
2517,71,Normal
2518,71,Normal
2519,71,Normal
2520,71,Normal
2521,71,Normal
2522,71,Normal
2523,72,Normal
2524,72,Normal
2525,72,Normal
2526,72,Normal
2527,72,Normal
2528,72,Normal
2529,72,Normal
2530,72,Normal
2531,72,Normal
2532,72,Normal
2533,72,Normal
2534,72,Normal
2535,72,Normal
2536,72,Normal
2537,72,Normal
2538,72,Normal
2539,72,Normal
2540,72,Normal
2541,72,Normal
2542,72,Normal
2543,73,Normal
2544,73,Normal
2545,73,Normal
2546,73,Normal
2547,73,Normal
2548,73,Normal
2549,73,Normal
2550,73,Normal
2551,73,Normal
2552,73,Normal
2553,73,Normal
2554,73,Normal
2555,73,Normal
2556,73,Normal
2557,73,Normal
2558,73,Normal
2559,73,Normal
2560,73,Normal
2561,73,Normal
2562,73,Normal
2563,74,Normal
2564,74,Normal
2565,74,Normal
2566,74,Normal
2567,74,Normal
2568,74,Normal
2569,74,Normal
2570,75,Normal
2571,75,Normal
2572,75,Normal
2573,75,Normal
2574,75,Normal
2575,75,Normal
2576,75,Normal
2577,75,Normal
2578,75,Normal
2579,75,Normal
2580,75,Normal
2581,75,Normal
2582,75,Normal
2583,75,Normal
2584,74,Normal
2585,74,Normal
2586,74,Normal
2587,74,Normal
2588,74,Normal
2589,74,Normal
2590,74,Normal
2591,74,Normal
2592,74,Normal
2593,74,Normal
2594,74,Normal
2595,74,Normal
2596,74,Normal
2597,75,Normal
2598,75,Normal
2599,75,Normal
2600,75,Normal
2601,75,Normal
2602,75,Normal
2603,75,Normal
2604,74,Normal
2605,74,Normal
2606,74,Normal
2607,74,Normal
2608,74,Normal
2609,74,Normal
2610,74,Normal
2611,73,Normal
2612,73,Normal
2613,73,Normal
2614,73,Normal
2615,73,Normal
2616,73,Normal
2617,73,Normal
2618,74,Normal
2619,74,Normal
2620,74,Normal
2621,74,Normal
2622,74,Normal
2623,74,Normal
2624,74,Normal
2625,74,Normal
2626,74,Normal
2627,74,Normal
2628,74,Normal
2629,74,Normal
2630,74,Normal
2631,74,Normal
2632,74,Normal
2633,74,Normal
2634,74,Normal
2635,74,Normal
2636,74,Normal
2637,75,Normal
2638,75,Normal
2639,75,Normal
2640,75,Normal
2641,75,Normal
2642,75,Normal
2643,75,Normal
2644,75,Normal
2645,75,Normal
2646,75,Normal
2647,75,Normal
2648,75,Normal
2649,75,Normal
2650,75,Normal
2651,75,Normal
2652,75,Normal
2653,75,Normal
2654,75,Normal
2655,75,Normal
2656,75,Normal
2657,75,Normal
2658,75,Normal
2659,75,Normal
2660,75,Normal
2661,75,Normal
2662,75,Normal
2663,75,Normal
2664,76,Normal
2665,76,Normal
2666,76,Normal
2667,76,Normal
2668,76,Normal
2669,76,Normal
2670,76,Normal
2671,75,Normal
2672,75,Normal
2673,75,Normal
2674,75,Normal
2675,75,Normal
2676,75,Normal
2677,75,Normal
2678,74,Normal
2679,74,Normal
2680,74,Normal
2681,74,Normal
2682,74,Normal
2683,74,Normal
2684,75,Normal
2685,75,Normal
2686,75,Normal
2687,75,Normal
2688,75,Normal
2689,75,Normal
2690,76,Normal
2691,76,Normal
2692,76,Normal
2693,76,Normal
2694,76,Normal
2695,76,Normal
2696,76,Normal
2697,76,Normal
2698,76,Normal
2699,76,Normal
2700,76,Normal
2701,76,Normal
2702,77,Normal
2703,77,Normal
2704,77,Normal
2705,77,Normal
2706,77,Normal
2707,77,Normal
2708,77,Normal
2709,77,Normal
2710,77,Normal
2711,77,Normal
2712,77,Normal
2713,77,Normal
2714,78,Normal
2715,78,Normal
2716,78,Normal
2717,78,Normal
2718,78,Normal
2719,78,Normal
